transaction_id,transaction_date_key,customer_id,account_id,product_id,branch_id,transaction_type_id,currency_id,channel_id,region_id,employee_id,risk_score_id,merchant_id,loan_type_id,fraud_status_id,payment_mode_id,time_id,tax_code_id,credit_rating_id,investment_plan_id,policy_id,amount
T2700,20240707,C104,A101,P101,B103,TT3,CUR5,CH4,R1,E1,RS3,M5,LT2,FS5,PM2,T4,TX5,CR3,IP2,PO2,4013.91
T2701,20241026,C101,A102,P104,B100,TT5,CUR5,CH2,R1,E2,RS5,M5,LT1,FS3,PM5,T4,TX3,CR5,IP3,PO5,3432.37
T2702,20240122,C101,A102,P102,B100,TT1,CUR5,CH2,R2,E4,RS1,M3,LT5,FS2,PM4,T5,TX5,CR1,IP4,PO4,6621.99
T2703,20240302,C100,A102,P102,B100,TT2,CUR5,CH5,R5,E4,RS5,M2,LT2,FS4,PM1,T5,TX4,CR2,IP2,PO5,9212.98
T2704,20241129,C100,A100,P100,B100,TT3,CUR2,CH1,R3,E2,RS1,M2,LT1,FS5,PM4,T2,TX3,CR5,IP2,PO1,1603.29
T2705,20240310,C103,A100,P103,B104,TT3,CUR5,CH3,R5,E4,RS5,M3,LT2,FS4,PM2,T4,TX3,CR3,IP5,PO4,2074.35
T2706,20240311,C101,A104,P101,B101,TT4,CUR3,CH4,R3,E3,RS5,M1,LT3,FS2,PM4,T1,TX5,CR4,IP5,PO4,4518.69
T2707,20241223,C103,A103,P101,B100,TT4,CUR3,CH5,R4,E4,RS3,M4,LT3,FS4,PM1,T2,TX4,CR5,IP2,PO1,4946.1
T2708,20241021,C104,A104,P104,B104,TT1,CUR3,CH4,R2,E2,RS4,M2,LT1,FS5,PM1,T1,TX1,CR3,IP3,PO3,3173.8
T2709,20240530,C101,A103,P101,B100,TT3,CUR5,CH1,R5,E3,RS4,M4,LT2,FS5,PM4,T3,TX3,CR3,IP4,PO5,218.24
T2710,20240722,C102,A104,P104,B100,TT3,CUR5,CH1,R5,E5,RS5,M3,LT3,FS1,PM4,T3,TX5,CR1,IP3,PO3,6898.7
T2711,20240220,C102,A101,P103,B100,TT4,CUR5,CH5,R4,E4,RS4,M2,LT1,FS3,PM4,T5,TX3,CR3,IP2,PO1,1666.83
T2712,20240411,C104,A102,P102,B101,TT2,CUR3,CH2,R2,E1,RS1,M1,LT4,FS4,PM2,T2,TX4,CR5,IP4,PO5,7199.13
T2713,20240728,C100,A101,P102,B101,TT4,CUR5,CH1,R5,E2,RS5,M4,LT4,FS4,PM2,T2,TX4,CR4,IP5,PO3,4252.11
T2714,20241105,C101,A104,P100,B101,TT3,CUR5,CH3,R5,E4,RS2,M3,LT1,FS2,PM2,T4,TX4,CR1,IP3,PO2,7482.25
T2715,20240303,C103,A102,P101,B102,TT3,CUR3,CH3,R1,E4,RS4,M2,LT5,FS3,PM4,T1,TX5,CR3,IP2,PO4,7013.78
T2716,20240812,C104,A104,P101,B100,TT4,CUR1,CH1,R5,E5,RS1,M1,LT5,FS1,PM4,T3,TX5,CR2,IP3,PO3,6823.23
T2717,20241205,C100,A104,P102,B102,TT3,CUR5,CH4,R2,E1,RS2,M5,LT1,FS5,PM3,T5,TX4,CR3,IP2,PO4,1077.01
T2718,20240517,C102,A101,P104,B102,TT3,CUR1,CH2,R2,E2,RS3,M5,LT4,FS2,PM3,T5,TX1,CR3,IP4,PO4,1347.63
T2719,20241209,C104,A103,P103,B101,TT5,CUR1,CH3,R2,E5,RS4,M2,LT1,FS2,PM4,T2,TX1,CR4,IP4,PO2,181.71
T2720,20241022,C100,A102,P104,B104,TT4,CUR4,CH5,R5,E2,RS4,M5,LT1,FS1,PM3,T4,TX3,CR4,IP1,PO4,487.31
T2721,20241101,C103,A101,P104,B101,TT3,CUR4,CH4,R4,E5,RS4,M2,LT5,FS3,PM2,T1,TX2,CR4,IP3,PO1,7780.09
T2722,20240208,C100,A102,P104,B101,TT5,CUR5,CH4,R2,E2,RS5,M4,LT1,FS2,PM2,T3,TX1,CR2,IP3,PO3,4011.44
T2723,20240514,C102,A102,P103,B103,TT4,CUR5,CH5,R5,E4,RS2,M3,LT2,FS3,PM4,T2,TX1,CR5,IP5,PO5,1821.54
T2724,20241011,C102,A100,P103,B103,TT1,CUR5,CH3,R3,E3,RS5,M4,LT5,FS2,PM4,T2,TX1,CR4,IP3,PO4,9820.39
T2725,20240103,C102,A100,P101,B101,TT2,CUR2,CH1,R5,E3,RS5,M5,LT2,FS1,PM3,T5,TX2,CR3,IP2,PO3,5693.16
T2726,20241020,C104,A104,P104,B102,TT4,CUR5,CH4,R2,E2,RS1,M5,LT2,FS5,PM1,T1,TX5,CR4,IP3,PO2,974.77
T2727,20240915,C103,A100,P102,B100,TT5,CUR5,CH3,R5,E3,RS3,M4,LT4,FS4,PM5,T3,TX5,CR2,IP1,PO4,3270.98
T2728,20240423,C101,A101,P102,B102,TT5,CUR1,CH1,R2,E1,RS1,M3,LT1,FS5,PM4,T4,TX3,CR3,IP3,PO2,8340.13
T2729,20240320,C104,A104,P101,B100,TT4,CUR5,CH4,R1,E4,RS3,M1,LT2,FS4,PM4,T3,TX1,CR5,IP3,PO5,8554.86
T2730,20240213,C102,A103,P104,B101,TT5,CUR4,CH1,R1,E5,RS3,M2,LT2,FS2,PM3,T1,TX4,CR2,IP5,PO2,9703.54
T2731,20240507,C100,A101,P100,B100,TT3,CUR5,CH5,R3,E3,RS5,M2,LT3,FS5,PM4,T3,TX4,CR2,IP4,PO1,971.53
T2732,20240424,C102,A103,P104,B104,TT1,CUR5,CH5,R1,E4,RS1,M2,LT5,FS2,PM2,T3,TX4,CR2,IP2,PO3,1477.67
T2733,20240115,C101,A102,P101,B101,TT4,CUR4,CH4,R1,E4,RS1,M2,LT5,FS2,PM5,T2,TX4,CR5,IP1,PO3,9665.52
T2734,20240411,C100,A101,P100,B104,TT2,CUR5,CH5,R2,E2,RS3,M3,LT5,FS3,PM2,T1,TX4,CR3,IP2,PO3,9715.83
T2735,20240607,C102,A104,P100,B100,TT2,CUR1,CH3,R5,E1,RS4,M4,LT3,FS3,PM1,T2,TX2,CR3,IP4,PO5,1661.31
T2736,20240522,C103,A103,P103,B103,TT5,CUR5,CH5,R2,E2,RS4,M2,LT1,FS3,PM5,T5,TX2,CR4,IP1,PO4,2061.59
T2737,20240903,C102,A101,P101,B100,TT4,CUR5,CH2,R5,E4,RS1,M1,LT1,FS1,PM5,T1,TX2,CR5,IP2,PO5,7449.58
T2738,20240824,C103,A102,P100,B100,TT5,CUR2,CH2,R2,E3,RS5,M4,LT5,FS3,PM2,T5,TX4,CR1,IP2,PO3,6497.75
T2739,20240811,C104,A103,P103,B104,TT3,CUR5,CH1,R5,E2,RS3,M5,LT1,FS3,PM2,T1,TX2,CR5,IP2,PO2,8590.2
T2740,20240307,C102,A101,P101,B103,TT3,CUR5,CH3,R2,E2,RS1,M2,LT1,FS1,PM4,T4,TX3,CR4,IP1,PO4,1301.14
T2741,20241229,C103,A101,P104,B103,TT4,CUR3,CH1,R4,E2,RS1,M2,LT1,FS2,PM2,T4,TX1,CR1,IP3,PO5,654.32
T2742,20240414,C103,A101,P103,B101,TT5,CUR5,CH3,R4,E4,RS4,M4,LT2,FS1,PM4,T3,TX3,CR1,IP5,PO5,9179.63
T2743,20241207,C102,A102,P100,B103,TT3,CUR4,CH2,R5,E2,RS5,M5,LT4,FS2,PM2,T5,TX3,CR1,IP3,PO4,2727.32
T2744,20241220,C101,A102,P103,B102,TT2,CUR1,CH2,R1,E3,RS1,M5,LT2,FS4,PM1,T5,TX3,CR4,IP5,PO1,8190.96
T2745,20240127,C101,A102,P103,B101,TT5,CUR4,CH2,R3,E5,RS3,M2,LT2,FS4,PM2,T5,TX2,CR4,IP3,PO3,6166.34
T2746,20240715,C100,A100,P102,B103,TT2,CUR2,CH2,R3,E1,RS5,M1,LT4,FS1,PM2,T2,TX2,CR5,IP2,PO3,4279.84
T2747,20241031,C102,A104,P104,B100,TT2,CUR4,CH2,R2,E2,RS3,M4,LT5,FS3,PM2,T4,TX2,CR5,IP5,PO3,7905.13
T2748,20241029,C102,A102,P101,B101,TT5,CUR1,CH4,R2,E3,RS1,M2,LT1,FS4,PM2,T5,TX4,CR2,IP4,PO2,1350.17
T2749,20240306,C100,A104,P103,B100,TT2,CUR5,CH5,R5,E1,RS2,M5,LT3,FS2,PM4,T1,TX3,CR5,IP5,PO1,7404.43
T2750,20241025,C104,A103,P102,B104,TT2,CUR3,CH3,R3,E5,RS2,M1,LT3,FS3,PM3,T1,TX4,CR2,IP2,PO4,5250.05
T2751,20240926,C100,A102,P103,B100,TT5,CUR2,CH1,R3,E1,RS2,M3,LT5,FS2,PM2,T5,TX4,CR4,IP4,PO4,572.81
T2752,20241203,C100,A104,P100,B104,TT2,CUR5,CH5,R3,E4,RS2,M5,LT4,FS3,PM4,T4,TX1,CR5,IP3,PO2,8348.72
T2753,20240324,C102,A101,P104,B103,TT1,CUR4,CH5,R2,E3,RS5,M1,LT1,FS4,PM1,T5,TX2,CR3,IP1,PO4,8466.21
T2754,20241115,C101,A100,P101,B104,TT3,CUR2,CH3,R3,E4,RS5,M3,LT5,FS1,PM5,T5,TX3,CR4,IP2,PO5,3295.58
T2755,20241111,C104,A103,P101,B100,TT4,CUR3,CH4,R2,E1,RS2,M4,LT1,FS3,PM5,T1,TX3,CR1,IP5,PO1,7688.64
T2756,20240312,C103,A104,P103,B104,TT3,CUR2,CH5,R2,E1,RS4,M4,LT1,FS5,PM4,T1,TX1,CR5,IP4,PO4,1151.37
T2757,20241130,C102,A103,P100,B101,TT2,CUR3,CH4,R4,E4,RS4,M2,LT2,FS5,PM2,T2,TX2,CR1,IP3,PO1,5283.28
T2758,20240209,C104,A104,P101,B103,TT3,CUR2,CH1,R1,E1,RS2,M5,LT4,FS3,PM2,T1,TX1,CR5,IP2,PO4,9044.85
T2759,20240805,C102,A100,P101,B102,TT1,CUR4,CH3,R3,E2,RS3,M5,LT2,FS5,PM4,T2,TX4,CR1,IP3,PO5,1706.61
T2760,20241216,C103,A101,P103,B100,TT5,CUR4,CH1,R5,E3,RS5,M4,LT5,FS5,PM2,T4,TX2,CR1,IP2,PO5,4123.72
T2761,20240717,C102,A102,P103,B102,TT4,CUR3,CH1,R1,E4,RS5,M3,LT5,FS3,PM4,T5,TX2,CR5,IP5,PO5,7070.04
T2762,20241223,C102,A103,P104,B104,TT1,CUR3,CH4,R4,E5,RS5,M1,LT3,FS3,PM5,T5,TX3,CR2,IP4,PO1,1204.38
T2763,20240524,C102,A100,P103,B100,TT3,CUR2,CH3,R2,E3,RS3,M5,LT1,FS2,PM4,T3,TX2,CR5,IP3,PO4,7208.43
T2764,20240310,C103,A100,P100,B103,TT4,CUR4,CH1,R4,E5,RS2,M2,LT1,FS5,PM3,T3,TX3,CR5,IP1,PO4,3958.67
T2765,20241223,C102,A100,P104,B101,TT2,CUR2,CH4,R1,E4,RS1,M5,LT5,FS3,PM1,T3,TX4,CR3,IP1,PO1,6681.86
T2766,20240218,C101,A103,P102,B104,TT5,CUR5,CH5,R3,E3,RS3,M3,LT2,FS1,PM5,T2,TX3,CR3,IP3,PO1,6668.23
T2767,20240926,C100,A101,P104,B104,TT1,CUR3,CH2,R1,E4,RS2,M4,LT2,FS3,PM1,T1,TX2,CR4,IP3,PO3,1240.95
T2768,20241115,C100,A102,P100,B103,TT4,CUR4,CH4,R3,E3,RS1,M4,LT1,FS3,PM4,T2,TX1,CR2,IP4,PO4,3475.49
T2769,20240615,C101,A100,P103,B102,TT1,CUR4,CH1,R5,E1,RS4,M1,LT1,FS4,PM2,T1,TX3,CR4,IP3,PO4,9276.04
T2770,20240819,C100,A103,P100,B104,TT4,CUR4,CH4,R4,E3,RS1,M4,LT5,FS1,PM3,T2,TX5,CR3,IP3,PO3,628.1
T2771,20240623,C101,A100,P104,B103,TT5,CUR3,CH5,R5,E3,RS3,M3,LT1,FS2,PM5,T2,TX4,CR2,IP3,PO5,1459.22
T2772,20240302,C101,A100,P103,B104,TT5,CUR4,CH3,R3,E2,RS1,M5,LT5,FS3,PM2,T2,TX4,CR3,IP2,PO5,2635.55
T2773,20240303,C100,A102,P102,B104,TT4,CUR3,CH2,R4,E4,RS5,M3,LT4,FS5,PM5,T3,TX1,CR3,IP2,PO3,5918.54
T2774,20240121,C104,A104,P104,B102,TT3,CUR5,CH2,R4,E4,RS1,M5,LT1,FS4,PM2,T5,TX5,CR1,IP1,PO3,8106.86
T2775,20240831,C104,A104,P100,B104,TT5,CUR2,CH4,R3,E5,RS3,M2,LT5,FS1,PM4,T1,TX1,CR2,IP4,PO1,833.08
T2776,20240527,C100,A101,P104,B100,TT3,CUR5,CH2,R3,E3,RS1,M4,LT1,FS4,PM4,T3,TX5,CR4,IP1,PO3,3698.94
T2777,20240605,C103,A103,P102,B103,TT3,CUR4,CH4,R5,E4,RS5,M4,LT3,FS5,PM2,T2,TX5,CR4,IP4,PO3,7134.94
T2778,20240113,C104,A101,P104,B101,TT4,CUR3,CH2,R5,E4,RS2,M1,LT2,FS4,PM5,T4,TX3,CR3,IP1,PO2,6228.87
T2779,20240324,C104,A102,P102,B100,TT5,CUR1,CH4,R1,E4,RS3,M2,LT1,FS4,PM5,T2,TX1,CR4,IP5,PO3,6341.76
T2780,20240610,C104,A100,P103,B100,TT5,CUR1,CH5,R5,E5,RS5,M4,LT2,FS5,PM5,T2,TX1,CR2,IP4,PO5,7719.53
T2781,20240708,C101,A100,P103,B101,TT3,CUR5,CH5,R2,E5,RS5,M3,LT3,FS5,PM2,T3,TX2,CR4,IP2,PO2,2950.95
T2782,20240409,C101,A103,P102,B103,TT1,CUR4,CH2,R2,E5,RS3,M2,LT3,FS1,PM4,T4,TX3,CR2,IP1,PO5,3225.07
T2783,20240808,C103,A103,P102,B101,TT1,CUR2,CH4,R2,E1,RS5,M4,LT2,FS2,PM4,T2,TX4,CR2,IP5,PO5,613.71
T2784,20240601,C100,A102,P102,B104,TT2,CUR5,CH2,R3,E4,RS2,M3,LT4,FS5,PM3,T5,TX4,CR5,IP3,PO4,821.79
T2785,20241215,C101,A100,P102,B104,TT4,CUR2,CH5,R4,E2,RS1,M1,LT4,FS1,PM5,T4,TX3,CR1,IP2,PO2,7875.89
T2786,20240926,C102,A102,P101,B101,TT3,CUR5,CH4,R2,E2,RS4,M5,LT4,FS4,PM5,T2,TX4,CR3,IP1,PO1,9910.07
T2787,20240426,C102,A101,P103,B102,TT2,CUR4,CH4,R1,E1,RS2,M4,LT3,FS1,PM3,T5,TX5,CR4,IP4,PO2,8949.8
T2788,20240512,C102,A103,P102,B104,TT4,CUR3,CH2,R3,E1,RS2,M2,LT1,FS3,PM4,T3,TX4,CR4,IP3,PO4,1121.68
T2789,20240212,C100,A103,P102,B100,TT2,CUR1,CH2,R3,E1,RS3,M2,LT4,FS2,PM3,T2,TX5,CR2,IP3,PO4,8411.77
T2790,20240131,C104,A102,P102,B100,TT2,CUR5,CH2,R1,E2,RS1,M4,LT3,FS1,PM1,T2,TX1,CR4,IP3,PO5,670.82
T2791,20240212,C101,A104,P102,B104,TT1,CUR4,CH2,R1,E4,RS3,M3,LT4,FS5,PM4,T5,TX3,CR2,IP5,PO4,2420.5
T2792,20240904,C102,A103,P101,B101,TT5,CUR3,CH4,R3,E2,RS2,M3,LT5,FS4,PM4,T4,TX5,CR2,IP5,PO3,1869.25
T2793,20240927,C100,A104,P102,B101,TT4,CUR4,CH1,R4,E5,RS2,M3,LT3,FS1,PM2,T5,TX3,CR5,IP2,PO2,9798.35
T2794,20240502,C101,A102,P103,B103,TT4,CUR5,CH5,R2,E4,RS2,M2,LT1,FS2,PM2,T2,TX1,CR2,IP4,PO3,5900.66
T2795,20240903,C101,A100,P100,B102,TT3,CUR3,CH5,R3,E5,RS4,M3,LT5,FS3,PM3,T3,TX5,CR5,IP2,PO3,820.47
T2796,20240520,C101,A104,P101,B101,TT3,CUR3,CH1,R1,E1,RS1,M3,LT4,FS3,PM3,T2,TX4,CR3,IP3,PO1,8760.73
T2797,20240212,C103,A100,P103,B104,TT5,CUR2,CH3,R3,E5,RS5,M3,LT5,FS1,PM3,T2,TX2,CR1,IP5,PO2,3829.88
T2798,20240807,C100,A104,P100,B100,TT5,CUR3,CH1,R1,E1,RS5,M1,LT4,FS2,PM5,T5,TX2,CR4,IP4,PO5,6892.03
T2799,20241111,C104,A103,P103,B104,TT3,CUR1,CH1,R2,E1,RS1,M5,LT4,FS5,PM5,T1,TX1,CR4,IP4,PO2,5616.1
T2800,20240806,C103,A101,P101,B103,TT2,CUR4,CH4,R3,E2,RS4,M2,LT3,FS3,PM5,T5,TX1,CR1,IP1,PO4,1607.48
T2801,20241025,C102,A103,P101,B100,TT4,CUR2,CH5,R1,E5,RS5,M1,LT2,FS4,PM5,T4,TX1,CR4,IP5,PO4,8944.76
T2802,20240529,C102,A101,P101,B101,TT2,CUR1,CH4,R1,E2,RS2,M4,LT4,FS5,PM4,T3,TX5,CR5,IP2,PO4,4321.42
T2803,20240516,C100,A101,P102,B101,TT2,CUR4,CH1,R3,E4,RS4,M2,LT5,FS4,PM2,T3,TX5,CR2,IP3,PO5,9824.87
T2804,20240315,C101,A104,P100,B101,TT5,CUR3,CH2,R2,E3,RS5,M1,LT3,FS5,PM4,T1,TX1,CR1,IP2,PO1,9160.7
T2805,20240909,C103,A100,P100,B101,TT3,CUR1,CH4,R3,E3,RS5,M4,LT3,FS3,PM5,T1,TX1,CR4,IP5,PO4,295.28
T2806,20240601,C101,A104,P104,B104,TT5,CUR4,CH2,R1,E5,RS1,M5,LT4,FS3,PM4,T4,TX3,CR5,IP2,PO1,2733.77
T2807,20240228,C102,A103,P104,B102,TT2,CUR3,CH5,R1,E1,RS5,M1,LT5,FS3,PM1,T2,TX2,CR1,IP2,PO4,6217.27
T2808,20240831,C102,A101,P100,B104,TT5,CUR5,CH2,R1,E2,RS5,M2,LT2,FS5,PM4,T4,TX4,CR4,IP4,PO5,5453.37
T2809,20240226,C103,A100,P103,B103,TT1,CUR3,CH2,R5,E4,RS1,M5,LT5,FS3,PM1,T4,TX1,CR1,IP5,PO5,7147.32
T2810,20240916,C104,A100,P104,B101,TT2,CUR5,CH4,R2,E3,RS3,M3,LT4,FS1,PM1,T1,TX3,CR4,IP1,PO4,3109.38
T2811,20240628,C101,A104,P102,B100,TT2,CUR2,CH4,R3,E2,RS1,M3,LT4,FS1,PM1,T4,TX5,CR3,IP1,PO1,545.41
T2812,20240114,C100,A104,P100,B101,TT1,CUR2,CH5,R3,E3,RS4,M4,LT2,FS4,PM2,T3,TX5,CR1,IP5,PO3,333.83
T2813,20240721,C104,A103,P104,B103,TT1,CUR1,CH4,R1,E4,RS4,M4,LT4,FS4,PM2,T5,TX2,CR5,IP1,PO5,4820.03
T2814,20240719,C103,A100,P103,B102,TT1,CUR1,CH5,R2,E2,RS4,M4,LT1,FS4,PM1,T4,TX4,CR3,IP2,PO5,5498.77
T2815,20240727,C100,A100,P104,B101,TT3,CUR1,CH1,R2,E3,RS3,M3,LT1,FS3,PM2,T2,TX3,CR4,IP2,PO2,710.55
T2816,20240306,C101,A104,P100,B104,TT3,CUR5,CH1,R4,E2,RS1,M5,LT1,FS5,PM2,T1,TX4,CR1,IP3,PO3,90.46
T2817,20240101,C100,A104,P104,B102,TT5,CUR5,CH4,R5,E4,RS5,M2,LT1,FS2,PM5,T1,TX3,CR4,IP4,PO1,856.67
T2818,20240426,C103,A101,P101,B103,TT4,CUR4,CH3,R3,E4,RS4,M2,LT3,FS3,PM4,T2,TX4,CR1,IP3,PO2,5357.5
T2819,20240310,C102,A101,P103,B103,TT5,CUR3,CH1,R4,E4,RS3,M3,LT4,FS2,PM5,T3,TX5,CR2,IP1,PO2,2018.57
T2820,20240519,C104,A101,P102,B104,TT1,CUR3,CH3,R2,E1,RS3,M5,LT4,FS3,PM5,T4,TX1,CR4,IP3,PO1,5582.68
T2821,20241023,C103,A100,P104,B104,TT5,CUR4,CH4,R4,E5,RS4,M2,LT3,FS5,PM4,T3,TX3,CR5,IP3,PO5,2976.54
T2822,20240317,C103,A103,P101,B103,TT1,CUR1,CH1,R1,E1,RS4,M3,LT4,FS3,PM5,T4,TX2,CR5,IP3,PO2,4450.52
T2823,20241108,C103,A100,P104,B103,TT4,CUR3,CH4,R5,E1,RS1,M1,LT1,FS1,PM3,T3,TX3,CR4,IP1,PO4,6146.59
T2824,20240224,C100,A103,P103,B101,TT1,CUR5,CH4,R2,E2,RS4,M5,LT1,FS1,PM3,T3,TX1,CR1,IP1,PO4,712.58
T2825,20241006,C101,A101,P100,B104,TT3,CUR2,CH1,R1,E4,RS5,M1,LT3,FS2,PM2,T1,TX4,CR4,IP2,PO5,7011.83
T2826,20240914,C102,A104,P102,B104,TT5,CUR3,CH2,R5,E1,RS2,M1,LT2,FS2,PM4,T3,TX4,CR3,IP5,PO2,2248.09
T2827,20240522,C102,A100,P100,B102,TT3,CUR5,CH2,R2,E3,RS1,M1,LT4,FS3,PM3,T2,TX1,CR2,IP1,PO2,9654.4
T2828,20240115,C101,A101,P102,B103,TT3,CUR5,CH4,R2,E2,RS3,M1,LT3,FS1,PM3,T4,TX4,CR4,IP2,PO2,1604.51
T2829,20240312,C103,A103,P103,B103,TT1,CUR3,CH3,R5,E5,RS1,M3,LT4,FS1,PM2,T4,TX2,CR5,IP2,PO5,7273.22
T2830,20240525,C100,A100,P103,B103,TT4,CUR4,CH1,R3,E2,RS4,M2,LT2,FS2,PM1,T4,TX4,CR4,IP2,PO3,8735.85
T2831,20240216,C104,A102,P103,B104,TT4,CUR3,CH2,R5,E5,RS3,M3,LT1,FS4,PM2,T3,TX2,CR4,IP4,PO1,6591.98
T2832,20240203,C100,A100,P100,B102,TT5,CUR3,CH4,R1,E5,RS4,M1,LT5,FS4,PM4,T2,TX5,CR3,IP2,PO3,2483.69
T2833,20240125,C101,A103,P101,B104,TT2,CUR3,CH3,R3,E5,RS4,M1,LT3,FS1,PM2,T3,TX5,CR3,IP4,PO5,2347.85
T2834,20240713,C102,A101,P102,B101,TT3,CUR3,CH2,R5,E4,RS4,M3,LT3,FS5,PM2,T2,TX1,CR1,IP1,PO5,5909.89
T2835,20240411,C100,A101,P100,B100,TT2,CUR1,CH4,R5,E4,RS3,M4,LT3,FS3,PM1,T2,TX5,CR2,IP1,PO4,4699.93
T2836,20240311,C102,A101,P101,B101,TT4,CUR4,CH4,R1,E5,RS3,M5,LT1,FS3,PM1,T2,TX5,CR2,IP2,PO1,5503.11
T2837,20240526,C103,A102,P103,B100,TT3,CUR1,CH1,R3,E2,RS3,M3,LT3,FS5,PM5,T2,TX5,CR5,IP4,PO2,4881.7
T2838,20240109,C104,A101,P104,B103,TT5,CUR5,CH5,R3,E5,RS1,M2,LT2,FS3,PM1,T2,TX3,CR4,IP4,PO3,7552.38
T2839,20240925,C103,A102,P100,B101,TT4,CUR3,CH2,R2,E4,RS3,M4,LT1,FS3,PM3,T2,TX2,CR3,IP3,PO5,8710.61
T2840,20240205,C101,A102,P101,B100,TT2,CUR5,CH4,R1,E1,RS5,M4,LT3,FS5,PM2,T2,TX4,CR4,IP4,PO4,2079.21
T2841,20240810,C103,A104,P103,B103,TT1,CUR2,CH3,R2,E2,RS2,M1,LT5,FS2,PM5,T5,TX4,CR2,IP4,PO5,1714.52
T2842,20240317,C104,A100,P102,B100,TT1,CUR3,CH1,R5,E2,RS5,M3,LT3,FS1,PM1,T3,TX4,CR2,IP3,PO5,57.25
T2843,20240311,C102,A102,P100,B102,TT5,CUR5,CH4,R2,E5,RS4,M4,LT5,FS4,PM1,T2,TX3,CR4,IP4,PO4,8936.33
T2844,20240809,C101,A102,P102,B100,TT4,CUR4,CH2,R2,E3,RS4,M1,LT2,FS1,PM3,T1,TX4,CR4,IP2,PO1,9996.21
T2845,20241120,C104,A101,P101,B103,TT1,CUR2,CH4,R2,E4,RS2,M4,LT1,FS1,PM2,T2,TX4,CR3,IP4,PO5,1634.69
T2846,20240517,C101,A102,P102,B100,TT2,CUR4,CH3,R4,E4,RS2,M4,LT1,FS1,PM4,T3,TX5,CR3,IP1,PO1,1547.59
T2847,20240920,C100,A104,P102,B102,TT2,CUR1,CH4,R3,E4,RS4,M1,LT3,FS4,PM5,T2,TX1,CR3,IP1,PO4,8838.34
T2848,20240815,C103,A101,P102,B103,TT3,CUR1,CH2,R1,E2,RS1,M4,LT3,FS2,PM5,T5,TX1,CR4,IP1,PO3,5760.24
T2849,20240407,C100,A104,P101,B101,TT4,CUR3,CH4,R2,E1,RS4,M2,LT4,FS1,PM1,T1,TX3,CR4,IP5,PO2,4801.56
T2850,20241024,C101,A103,P102,B101,TT4,CUR3,CH4,R5,E3,RS1,M3,LT5,FS2,PM2,T2,TX4,CR1,IP4,PO3,8575.26
T2851,20240403,C100,A100,P101,B104,TT1,CUR2,CH3,R3,E2,RS2,M2,LT1,FS4,PM1,T5,TX2,CR1,IP4,PO5,3129.11
T2852,20240524,C102,A102,P101,B100,TT3,CUR1,CH2,R3,E3,RS1,M2,LT1,FS5,PM1,T1,TX5,CR3,IP1,PO3,7537.09
T2853,20240412,C102,A101,P104,B101,TT4,CUR3,CH4,R1,E4,RS2,M1,LT1,FS4,PM1,T1,TX2,CR5,IP1,PO4,883.07
T2854,20240317,C104,A102,P102,B101,TT5,CUR4,CH1,R5,E2,RS2,M1,LT3,FS4,PM1,T4,TX5,CR3,IP2,PO5,5239.97
T2855,20240823,C101,A101,P101,B104,TT4,CUR4,CH3,R4,E5,RS1,M4,LT1,FS2,PM4,T2,TX2,CR2,IP4,PO4,8677.38
T2856,20241008,C104,A100,P104,B100,TT3,CUR4,CH4,R4,E2,RS5,M5,LT2,FS4,PM3,T2,TX1,CR3,IP3,PO4,7564.48
T2857,20241230,C104,A100,P101,B101,TT1,CUR5,CH3,R4,E3,RS2,M1,LT5,FS1,PM4,T5,TX2,CR5,IP4,PO3,3885.2
T2858,20241103,C104,A102,P104,B102,TT4,CUR1,CH2,R3,E1,RS4,M3,LT3,FS4,PM2,T4,TX3,CR4,IP2,PO1,4324.01
T2859,20240109,C103,A104,P100,B102,TT3,CUR5,CH5,R1,E5,RS4,M1,LT3,FS5,PM5,T2,TX4,CR3,IP4,PO4,7559.79
T2860,20240727,C103,A101,P100,B104,TT2,CUR1,CH2,R1,E2,RS2,M4,LT3,FS4,PM3,T1,TX4,CR5,IP3,PO4,2870.37
T2861,20240405,C102,A104,P100,B100,TT2,CUR1,CH2,R3,E5,RS2,M4,LT4,FS5,PM2,T1,TX5,CR3,IP4,PO4,4048.59
T2862,20240329,C100,A104,P104,B101,TT2,CUR2,CH3,R1,E1,RS1,M2,LT1,FS4,PM5,T5,TX3,CR2,IP5,PO2,3872.62
T2863,20241224,C102,A104,P102,B102,TT2,CUR4,CH3,R5,E1,RS3,M2,LT2,FS2,PM4,T4,TX1,CR3,IP1,PO4,3969.01
T2864,20240329,C104,A104,P100,B102,TT5,CUR4,CH5,R5,E2,RS1,M1,LT5,FS2,PM5,T1,TX4,CR1,IP2,PO4,503.33
T2865,20240106,C102,A100,P104,B103,TT1,CUR4,CH1,R4,E3,RS2,M1,LT1,FS5,PM4,T3,TX3,CR1,IP2,PO1,1352.57
T2866,20240508,C101,A103,P102,B100,TT5,CUR1,CH5,R1,E4,RS4,M2,LT1,FS1,PM1,T4,TX1,CR5,IP2,PO5,6201.87
T2867,20240104,C100,A101,P101,B103,TT1,CUR1,CH4,R3,E3,RS1,M1,LT5,FS3,PM1,T3,TX4,CR2,IP1,PO5,2680.41
T2868,20240220,C103,A104,P100,B104,TT3,CUR3,CH4,R1,E2,RS5,M3,LT5,FS5,PM2,T1,TX2,CR5,IP3,PO3,6373.09
