"dt","startdatetime","cpcode","response_code","originhits"
2022-03-20,2022-03-20T00:00:00.000Z,1136023,403,94946
2022-03-20,2022-03-20T00:00:00.000Z,1136019,200,341579
2022-03-20,2022-03-20T00:00:00.000Z,1136038,0,158484
2022-03-20,2022-03-20T00:00:00.000Z,1069770,304,8336
2022-03-20,2022-03-20T00:00:00.000Z,1274090,304,85358
2022-03-20,2022-03-20T00:00:00.000Z,1136021,503,53945
2022-03-20,2022-03-20T00:00:00.000Z,1136008,204,380718
2022-03-20,2022-03-20T00:00:00.000Z,1136039,400,292563
2022-03-20,2022-03-20T00:00:00.000Z,1277305,204,322876
2022-03-21,2022-03-21T00:00:00.000Z,1136039,403,297122
2022-03-21,2022-03-21T00:00:00.000Z,1274089,404,368571
2022-03-21,2022-03-21T00:00:00.000Z,1277307,504,377366
2022-03-21,2022-03-21T00:00:00.000Z,1136023,400,187185
2022-03-21,2022-03-21T00:00:00.000Z,1274086,200,298671
2022-03-21,2022-03-21T00:00:00.000Z,1367469,400,331305
2022-03-21,2022-03-21T00:00:00.000Z,1277307,0,35257
2022-03-21,2022-03-21T00:00:00.000Z,1274091,502,195402
2022-03-21,2022-03-21T00:00:00.000Z,1136019,500,104807
2022-03-21,2022-03-21T00:00:00.000Z,1274090,502,380274
2022-03-21,2022-03-21T00:00:00.000Z,1274091,400,97454
2022-03-21,2022-03-21T00:00:00.000Z,1136001,403,90075
2022-03-21,2022-03-21T00:00:00.000Z,1136022,500,315778
2022-03-21,2022-03-21T00:00:00.000Z,1136008,400,84248
2022-03-21,2022-03-21T00:00:00.000Z,1308083,403,287787
2022-03-21,2022-03-21T00:00:00.000Z,1277306,404,306617
2022-03-21,2022-03-21T00:00:00.000Z,1136001,404,20736
2022-03-21,2022-03-21T00:00:00.000Z,1136023,0,244620
2022-03-21,2022-03-21T00:00:00.000Z,1135952,504,297663
2022-03-21,2022-03-21T00:00:00.000Z,1274091,404,334065
2022-03-21,2022-03-21T00:00:00.000Z,1136024,502,96067
2022-03-21,2022-03-21T00:00:00.000Z,1136024,502,193467
2022-03-21,2022-03-21T00:00:00.000Z,1236405,204,144633
2022-03-22,2022-03-22T00:00:00.000Z,1136023,502,98757
2022-03-22,2022-03-22T00:00:00.000Z,1136019,404,73473
2022-03-22,2022-03-22T00:00:00.000Z,1136039,200,141562
2022-03-22,2022-03-22T00:00:00.000Z,1274091,504,135914
2022-03-22,2022-03-22T00:00:00.000Z,1136038,206,151456
2022-03-22,2022-03-22T00:00:00.000Z,1136018,404,263353
2022-03-22,2022-03-22T00:00:00.000Z,1136022,400,200100
2022-03-22,2022-03-22T00:00:00.000Z,1274090,206,351293
2022-03-22,2022-03-22T00:00:00.000Z,1135952,304,376493
2022-03-22,2022-03-22T00:00:00.000Z,1236405,400,293017
2022-03-22,2022-03-22T00:00:00.000Z,1136023,503,264591
2022-03-22,2022-03-22T00:00:00.000Z,1136008,503,292387
2022-03-22,2022-03-22T00:00:00.000Z,1236405,0,139746
2022-03-22,2022-03-22T00:00:00.000Z,1135952,400,232948
2022-03-22,2022-03-22T00:00:00.000Z,1069518,404,183777
2022-03-22,2022-03-22T00:00:00.000Z,1274091,204,234952
2022-03-22,2022-03-22T00:00:00.000Z,1274091,206,272008
2022-03-22,2022-03-22T00:00:00.000Z,1277305,403,207876
2022-03-22,2022-03-22T00:00:00.000Z,1136008,400,223228
2022-03-22,2022-03-22T00:00:00.000Z,1274086,403,157004
2022-03-22,2022-03-22T00:00:00.000Z,1136001,200,283597
2022-03-22,2022-03-22T00:00:00.000Z,1277305,403,32406
2022-03-22,2022-03-22T00:00:00.000Z,1274086,404,176121
2022-03-23,2022-03-23T00:00:00.000Z,1136008,304,163553
2022-03-23,2022-03-23T00:00:00.000Z,1135952,504,3473
2022-03-23,2022-03-23T00:00:00.000Z,1069518,503,331481
2022-03-23,2022-03-23T00:00:00.000Z,1274091,504,46484
2022-03-23,2022-03-23T00:00:00.000Z,1308083,403,87186
2022-03-23,2022-03-23T00:00:00.000Z,1136023,503,141353
2022-03-23,2022-03-23T00:00:00.000Z,1236405,206,84468
2022-03-23,2022-03-23T00:00:00.000Z,1274089,404,102017
2022-03-23,2022-03-23T00:00:00.000Z,1136038,404,289529
2022-03-23,2022-03-23T00:00:00.000Z,1236405,502,224784
2022-03-23,2022-03-23T00:00:00.000Z,1136039,200,406981
2022-03-23,2022-03-23T00:00:00.000Z,1136024,502,329888
2022-03-23,2022-03-23T00:00:00.000Z,1136023,403,376521
2022-03-23,2022-03-23T00:00:00.000Z,1069518,204,198488
2022-03-23,2022-03-23T00:00:00.000Z,1069518,504,218236
2022-03-23,2022-03-23T00:00:00.000Z,1136018,200,310148
2022-03-23,2022-03-23T00:00:00.000Z,1236405,304,262873
2022-03-23,2022-03-23T00:00:00.000Z,1136038,200,264374
2022-03-23,2022-03-23T00:00:00.000Z,1135952,204,126554
2022-03-23,2022-03-23T00:00:00.000Z,1277306,504,42658
2022-03-23,2022-03-23T00:00:00.000Z,1277307,0,226080
2022-03-23,2022-03-23T00:00:00.000Z,1274089,0,197607
2022-03-23,2022-03-23T00:00:00.000Z,1136008,502,269664
2022-03-24,2022-03-24T00:00:00.000Z,1136008,500,392144
2022-03-24,2022-03-24T00:00:00.000Z,1136023,503,305224
2022-03-24,2022-03-24T00:00:00.000Z,1136019,500,342127
2022-03-24,2022-03-24T00:00:00.000Z,1308083,500,111722
2022-03-24,2022-03-24T00:00:00.000Z,1274091,404,209849
2022-03-24,2022-03-24T00:00:00.000Z,1136038,400,69827
2022-03-24,2022-03-24T00:00:00.000Z,1136001,0,412563
2022-03-24,2022-03-24T00:00:00.000Z,1308083,206,396983
2022-03-24,2022-03-24T00:00:00.000Z,1136018,503,321333
2022-03-24,2022-03-24T00:00:00.000Z,1136022,400,242338
2022-03-24,2022-03-24T00:00:00.000Z,1136019,404,348976
2022-03-24,2022-03-24T00:00:00.000Z,1135952,504,122910
2022-03-24,2022-03-24T00:00:00.000Z,1274090,200,242098
2022-03-24,2022-03-24T00:00:00.000Z,1136039,304,96965
2022-03-24,2022-03-24T00:00:00.000Z,1136001,206,288779
2022-03-24,2022-03-24T00:00:00.000Z,1236405,206,211657
2022-03-24,2022-03-24T00:00:00.000Z,1274091,500,49443
2022-03-24,2022-03-24T00:00:00.000Z,1367469,400,86936
2022-03-24,2022-03-24T00:00:00.000Z,1274091,400,237527
2022-03-24,2022-03-24T00:00:00.000Z,1367469,0,242951
2022-03-24,2022-03-24T00:00:00.000Z,1274089,403,218085
2022-03-24,2022-03-24T00:00:00.000Z,1308083,502,330429
2022-03-24,2022-03-24T00:00:00.000Z,1277306,500,274929
2022-03-25,2022-03-25T00:00:00.000Z,1069770,304,66107
2022-03-25,2022-03-25T00:00:00.000Z,1367469,206,74825
2022-03-25,2022-03-25T00:00:00.000Z,1136024,0,12409
2022-03-25,2022-03-25T00:00:00.000Z,1136038,206,41418
2022-03-25,2022-03-25T00:00:00.000Z,1136019,304,304516
2022-03-25,2022-03-25T00:00:00.000Z,1069770,206,84390
2022-03-25,2022-03-25T00:00:00.000Z,1367469,404,405533
2022-03-25,2022-03-25T00:00:00.000Z,1274091,403,108931
2022-03-25,2022-03-25T00:00:00.000Z,1136021,400,52129
2022-03-25,2022-03-25T00:00:00.000Z,1236405,400,203207
2022-03-25,2022-03-25T00:00:00.000Z,1136023,404,369287
2022-03-25,2022-03-25T00:00:00.000Z,1136018,400,351920
2022-03-25,2022-03-25T00:00:00.000Z,1136024,304,34077
2022-03-25,2022-03-25T00:00:00.000Z,1277306,0,175936
2022-03-25,2022-03-25T00:00:00.000Z,1274090,500,130897
2022-03-25,2022-03-25T00:00:00.000Z,1136001,0,191680
2022-03-25,2022-03-25T00:00:00.000Z,1136018,403,179764
2022-03-25,2022-03-25T00:00:00.000Z,1136022,304,205413
2022-03-25,2022-03-25T00:00:00.000Z,1277305,502,52758
2022-03-25,2022-03-25T00:00:00.000Z,1136023,504,53761
2022-03-25,2022-03-25T00:00:00.000Z,1277307,404,377251
2022-03-25,2022-03-25T00:00:00.000Z,1136038,503,78728
2022-03-25,2022-03-25T00:00:00.000Z,1277305,200,244032
2022-03-26,2022-03-26T00:00:00.000Z,1274089,404,416449
2022-03-26,2022-03-26T00:00:00.000Z,1069518,404,351143
2022-03-26,2022-03-26T00:00:00.000Z,1308083,504,164898
2022-03-26,2022-03-26T00:00:00.000Z,1136024,503,234051
2022-03-26,2022-03-26T00:00:00.000Z,1069770,400,168130
2022-03-26,2022-03-26T00:00:00.000Z,1136039,502,8705
2022-03-26,2022-03-26T00:00:00.000Z,1367469,400,102098
2022-03-26,2022-03-26T00:00:00.000Z,1135952,403,111622
2022-03-26,2022-03-26T00:00:00.000Z,1367469,504,59760
2022-03-26,2022-03-26T00:00:00.000Z,1136022,304,17580
2022-03-26,2022-03-26T00:00:00.000Z,1136019,400,23335
2022-03-26,2022-03-26T00:00:00.000Z,1367469,204,196866
2022-03-26,2022-03-26T00:00:00.000Z,1135952,0,154301
2022-03-26,2022-03-26T00:00:00.000Z,1136024,502,91394
2022-03-26,2022-03-26T00:00:00.000Z,1274091,0,201221
2022-03-26,2022-03-26T00:00:00.000Z,1136024,500,324692
2022-03-26,2022-03-26T00:00:00.000Z,1136019,200,417248
2022-03-26,2022-03-26T00:00:00.000Z,1136008,502,147177
2022-03-26,2022-03-26T00:00:00.000Z,1136019,403,364164
2022-03-26,2022-03-26T00:00:00.000Z,1308083,0,154043
2022-03-26,2022-03-26T00:00:00.000Z,1277305,504,189709
2022-03-26,2022-03-26T00:00:00.000Z,1069770,204,188420
2022-03-26,2022-03-26T00:00:00.000Z,1236405,304,202453
2022-03-27,2022-03-27T00:00:00.000Z,1277305,204,144431
2022-03-27,2022-03-27T00:00:00.000Z,1136021,400,280545
2022-03-27,2022-03-27T00:00:00.000Z,1136022,500,73404
2022-03-27,2022-03-27T00:00:00.000Z,1308083,204,297945
2022-03-27,2022-03-27T00:00:00.000Z,1136039,206,307795
2022-03-27,2022-03-27T00:00:00.000Z,1136001,403,188834
2022-03-27,2022-03-27T00:00:00.000Z,1308083,404,250473
2022-03-27,2022-03-27T00:00:00.000Z,1136039,206,375559
2022-03-27,2022-03-27T00:00:00.000Z,1308083,400,60032
2022-03-27,2022-03-27T00:00:00.000Z,1308083,400,374186
2022-03-27,2022-03-27T00:00:00.000Z,1274086,500,15568
2022-03-27,2022-03-27T00:00:00.000Z,1277305,403,82752
2022-03-27,2022-03-27T00:00:00.000Z,1136023,200,249905
2022-03-27,2022-03-27T00:00:00.000Z,1236405,400,290991
2022-03-27,2022-03-27T00:00:00.000Z,1136001,500,368545
2022-03-27,2022-03-27T00:00:00.000Z,1136008,504,65179
2022-03-27,2022-03-27T00:00:00.000Z,1136022,504,79057
2022-03-27,2022-03-27T00:00:00.000Z,1135952,304,413005
2022-03-27,2022-03-27T00:00:00.000Z,1136019,206,314493
2022-03-27,2022-03-27T00:00:00.000Z,1069770,502,291055
2022-03-27,2022-03-27T00:00:00.000Z,1136038,502,67417
2022-03-27,2022-03-27T00:00:00.000Z,1136008,0,147496
2022-03-27,2022-03-27T00:00:00.000Z,1069518,0,307117
2022-03-28,2022-03-28T00:00:00.000Z,1274086,403,208929
2022-03-28,2022-03-28T00:00:00.000Z,1135952,400,213748
2022-03-28,2022-03-28T00:00:00.000Z,1274090,502,27700
2022-03-28,2022-03-28T00:00:00.000Z,1069770,204,226523
2022-03-28,2022-03-28T00:00:00.000Z,1274086,403,406823
2022-03-28,2022-03-28T00:00:00.000Z,1236405,0,11189
2022-03-28,2022-03-28T00:00:00.000Z,1277307,404,49687
2022-03-28,2022-03-28T00:00:00.000Z,1236405,502,98264
2022-03-28,2022-03-28T00:00:00.000Z,1277306,204,335768
2022-03-28,2022-03-28T00:00:00.000Z,1135952,500,279223
2022-03-28,2022-03-28T00:00:00.000Z,1136001,500,70578
2022-03-28,2022-03-28T00:00:00.000Z,1274090,206,228423
2022-03-28,2022-03-28T00:00:00.000Z,1136019,200,164091
2022-03-28,2022-03-28T00:00:00.000Z,1136008,304,229853
2022-03-28,2022-03-28T00:00:00.000Z,1136021,304,317552
2022-03-28,2022-03-28T00:00:00.000Z,1277307,404,78360
2022-03-28,2022-03-28T00:00:00.000Z,1274089,0,249357
2022-03-28,2022-03-28T00:00:00.000Z,1136001,304,297496
2022-03-28,2022-03-28T00:00:00.000Z,1277305,200,89149
2022-03-28,2022-03-28T00:00:00.000Z,1136001,206,67176
2022-03-28,2022-03-28T00:00:00.000Z,1136019,504,420754
2022-03-28,2022-03-28T00:00:00.000Z,1135952,0,46094
2022-03-28,2022-03-28T00:00:00.000Z,1274086,502,130782
2022-03-29,2022-03-29T00:00:00.000Z,1136021,0,171618
2022-03-29,2022-03-29T00:00:00.000Z,1136039,504,225672
2022-03-29,2022-03-29T00:00:00.000Z,1277305,304,60565
2022-03-29,2022-03-29T00:00:00.000Z,1274086,0,374795
2022-03-29,2022-03-29T00:00:00.000Z,1274091,400,134954
2022-03-29,2022-03-29T00:00:00.000Z,1236405,206,16218
2022-03-29,2022-03-29T00:00:00.000Z,1277306,403,45106
2022-03-29,2022-03-29T00:00:00.000Z,1136038,200,176245
2022-03-29,2022-03-29T00:00:00.000Z,1136019,206,356012
2022-03-29,2022-03-29T00:00:00.000Z,1274091,0,338332
2022-03-29,2022-03-29T00:00:00.000Z,1136038,204,391044
2022-03-29,2022-03-29T00:00:00.000Z,1135952,0,14485
2022-03-29,2022-03-29T00:00:00.000Z,1136019,204,64573
2022-03-29,2022-03-29T00:00:00.000Z,1277306,206,435829
2022-03-29,2022-03-29T00:00:00.000Z,1274091,206,249101
2022-03-29,2022-03-29T00:00:00.000Z,1277305,204,43699
2022-03-29,2022-03-29T00:00:00.000Z,1136008,204,349940
2022-03-29,2022-03-29T00:00:00.000Z,1277305,204,12471
2022-03-29,2022-03-29T00:00:00.000Z,1308083,204,282995
2022-03-29,2022-03-29T00:00:00.000Z,1136021,500,192272
2022-03-29,2022-03-29T00:00:00.000Z,1136019,200,120078
2022-03-29,2022-03-29T00:00:00.000Z,1274086,204,84462
2022-03-29,2022-03-29T00:00:00.000Z,1136021,304,257449
2022-03-30,2022-03-30T00:00:00.000Z,1274086,503,406526
2022-03-30,2022-03-30T00:00:00.000Z,1274089,0,82019
2022-03-30,2022-03-30T00:00:00.000Z,1136024,206,75255
2022-03-30,2022-03-30T00:00:00.000Z,1274090,204,282732
2022-03-30,2022-03-30T00:00:00.000Z,1274086,403,271922
2022-03-30,2022-03-30T00:00:00.000Z,1367469,200,285020
2022-03-30,2022-03-30T00:00:00.000Z,1277306,0,98870
2022-03-30,2022-03-30T00:00:00.000Z,1136018,206,260707
2022-03-30,2022-03-30T00:00:00.000Z,1136022,403,353703
2022-03-30,2022-03-30T00:00:00.000Z,1274091,0,167263
2022-03-30,2022-03-30T00:00:00.000Z,1136039,0,315024
2022-03-30,2022-03-30T00:00:00.000Z,1367469,404,149172
2022-03-30,2022-03-30T00:00:00.000Z,1274090,403,395430
2022-03-30,2022-03-30T00:00:00.000Z,1136038,500,382805
2022-03-30,2022-03-30T00:00:00.000Z,1136038,404,343317
2022-03-30,2022-03-30T00:00:00.000Z,1274089,400,408328
2022-03-30,2022-03-30T00:00:00.000Z,1135952,206,387486
2022-03-30,2022-03-30T00:00:00.000Z,1136001,200,249615
2022-03-30,2022-03-30T00:00:00.000Z,1136021,400,31059
2022-03-30,2022-03-30T00:00:00.000Z,1136039,500,406276
2022-03-30,2022-03-30T00:00:00.000Z,1367469,504,320161
2022-03-30,2022-03-30T00:00:00.000Z,1136001,200,198994
2022-03-30,2022-03-30T00:00:00.000Z,1274086,503,304460
2022-03-31,2022-03-31T00:00:00.000Z,1136024,204,93435
2022-03-31,2022-03-31T00:00:00.000Z,1136019,204,404461
2022-03-31,2022-03-31T00:00:00.000Z,1274086,502,423585
2022-03-31,2022-03-31T00:00:00.000Z,1277307,500,183012
2022-03-31,2022-03-31T00:00:00.000Z,1274086,0,391667
2022-03-31,2022-03-31T00:00:00.000Z,1136008,500,76709
2022-03-31,2022-03-31T00:00:00.000Z,1136021,404,252006
2022-03-31,2022-03-31T00:00:00.000Z,1069770,0,429543
2022-03-31,2022-03-31T00:00:00.000Z,1136001,404,149225
2022-03-31,2022-03-31T00:00:00.000Z,1136018,400,149696
2022-03-31,2022-03-31T00:00:00.000Z,1136001,502,443696
2022-03-31,2022-03-31T00:00:00.000Z,1136023,400,126641
2022-03-31,2022-03-31T00:00:00.000Z,1367469,0,392455
2022-03-31,2022-03-31T00:00:00.000Z,1069770,503,407811
2022-03-31,2022-03-31T00:00:00.000Z,1135952,400,234680
2022-03-31,2022-03-31T00:00:00.000Z,1136023,404,337224
2022-03-31,2022-03-31T00:00:00.000Z,1274086,400,208814
2022-03-31,2022-03-31T00:00:00.000Z,1136018,400,165190
2022-03-31,2022-03-31T00:00:00.000Z,1274086,403,61185
2022-03-31,2022-03-31T00:00:00.000Z,1136021,504,393517
2022-03-31,2022-03-31T00:00:00.000Z,1277305,200,76435
2022-03-31,2022-03-31T00:00:00.000Z,1274091,502,241890
2022-03-31,2022-03-31T00:00:00.000Z,1236405,504,328554
2022-04-01,2022-04-01T00:00:00.000Z,1277306,400,424542
2022-04-01,2022-04-01T00:00:00.000Z,1367469,500,188178
2022-04-01,2022-04-01T00:00:00.000Z,1308083,400,175147
2022-04-01,2022-04-01T00:00:00.000Z,1274090,204,292951
2022-04-01,2022-04-01T00:00:00.000Z,1136023,404,366784
2022-04-01,2022-04-01T00:00:00.000Z,1274089,400,45060
2022-04-01,2022-04-01T00:00:00.000Z,1274089,404,387249
2022-04-01,2022-04-01T00:00:00.000Z,1069518,504,349586
2022-04-01,2022-04-01T00:00:00.000Z,1136018,404,158482
2022-04-01,2022-04-01T00:00:00.000Z,1136039,403,205833
2022-04-01,2022-04-01T00:00:00.000Z,1277306,403,235561
2022-04-01,2022-04-01T00:00:00.000Z,1367469,200,192470
2022-04-01,2022-04-01T00:00:00.000Z,1277306,304,340926
2022-04-01,2022-04-01T00:00:00.000Z,1136024,0,77471
2022-04-01,2022-04-01T00:00:00.000Z,1236405,204,180601
2022-04-01,2022-04-01T00:00:00.000Z,1274086,304,67380
2022-04-01,2022-04-01T00:00:00.000Z,1136038,403,188055
2022-04-01,2022-04-01T00:00:00.000Z,1277305,200,46927
2022-04-01,2022-04-01T00:00:00.000Z,1136024,500,201393
2022-04-01,2022-04-01T00:00:00.000Z,1136008,206,452124
2022-04-01,2022-04-01T00:00:00.000Z,1136039,403,46324
2022-04-01,2022-04-01T00:00:00.000Z,1277306,304,345348
2022-04-01,2022-04-01T00:00:00.000Z,1136022,200,168343
2022-04-02,2022-04-02T00:00:00.000Z,1136019,206,248693
2022-04-02,2022-04-02T00:00:00.000Z,1308083,204,335286
2022-04-02,2022-04-02T00:00:00.000Z,1136019,500,417125
2022-04-02,2022-04-02T00:00:00.000Z,1136001,502,229864
2022-04-02,2022-04-02T00:00:00.000Z,1136039,304,305364
2022-04-02,2022-04-02T00:00:00.000Z,1136018,502,56342
2022-04-02,2022-04-02T00:00:00.000Z,1308083,200,259908
2022-04-02,2022-04-02T00:00:00.000Z,1277307,504,283227
2022-04-02,2022-04-02T00:00:00.000Z,1136019,200,47373
2022-04-02,2022-04-02T00:00:00.000Z,1136018,400,213809
2022-04-02,2022-04-02T00:00:00.000Z,1136024,206,102616
2022-04-02,2022-04-02T00:00:00.000Z,1236405,504,261475
2022-04-02,2022-04-02T00:00:00.000Z,1136022,404,283178
2022-04-02,2022-04-02T00:00:00.000Z,1367469,206,50887
2022-04-02,2022-04-02T00:00:00.000Z,1277307,200,386884
2022-04-02,2022-04-02T00:00:00.000Z,1136023,206,339141
2022-04-02,2022-04-02T00:00:00.000Z,1274091,0,253756
2022-04-02,2022-04-02T00:00:00.000Z,1367469,500,174171
2022-04-02,2022-04-02T00:00:00.000Z,1274091,502,365588
2022-04-02,2022-04-02T00:00:00.000Z,1274091,304,45754
2022-04-02,2022-04-02T00:00:00.000Z,1274090,200,333267
2022-04-02,2022-04-02T00:00:00.000Z,1069770,200,63564
2022-04-02,2022-04-02T00:00:00.000Z,1277307,404,166967
2022-04-03,2022-04-03T00:00:00.000Z,1135952,206,229121
2022-04-03,2022-04-03T00:00:00.000Z,1277307,404,375900
2022-04-03,2022-04-03T00:00:00.000Z,1367469,206,303813
2022-04-03,2022-04-03T00:00:00.000Z,1274089,200,110916
2022-04-03,2022-04-03T00:00:00.000Z,1136001,0,84132
2022-04-03,2022-04-03T00:00:00.000Z,1136022,400,119762
2022-04-03,2022-04-03T00:00:00.000Z,1136023,400,204900
2022-04-03,2022-04-03T00:00:00.000Z,1136001,502,76007
2022-04-03,2022-04-03T00:00:00.000Z,1136022,200,371693
2022-04-03,2022-04-03T00:00:00.000Z,1136024,304,347284
2022-04-03,2022-04-03T00:00:00.000Z,1069518,503,361675
2022-04-03,2022-04-03T00:00:00.000Z,1136019,500,403544
2022-04-03,2022-04-03T00:00:00.000Z,1274091,0,172634
2022-04-03,2022-04-03T00:00:00.000Z,1136022,0,135341
2022-04-03,2022-04-03T00:00:00.000Z,1236405,204,432944
2022-04-03,2022-04-03T00:00:00.000Z,1136001,504,5826
2022-04-03,2022-04-03T00:00:00.000Z,1136039,404,49174
2022-04-03,2022-04-03T00:00:00.000Z,1069770,400,454995
2022-04-03,2022-04-03T00:00:00.000Z,1136021,400,21416
2022-04-03,2022-04-03T00:00:00.000Z,1069518,403,287428
2022-04-03,2022-04-03T00:00:00.000Z,1274089,400,384342
2022-04-03,2022-04-03T00:00:00.000Z,1136022,500,157012
2022-04-03,2022-04-03T00:00:00.000Z,1367469,503,174994
2022-04-04,2022-04-04T00:00:00.000Z,1135952,204,16461
2022-04-04,2022-04-04T00:00:00.000Z,1069518,0,392870
2022-04-04,2022-04-04T00:00:00.000Z,1277307,206,214919
2022-04-04,2022-04-04T00:00:00.000Z,1136039,206,55684
2022-04-04,2022-04-04T00:00:00.000Z,1136024,200,250213
2022-04-04,2022-04-04T00:00:00.000Z,1277307,304,47570
2022-04-04,2022-04-04T00:00:00.000Z,1236405,502,169104
2022-04-04,2022-04-04T00:00:00.000Z,1277307,304,107733
2022-04-04,2022-04-04T00:00:00.000Z,1367469,502,279477
2022-04-04,2022-04-04T00:00:00.000Z,1274089,403,414309
2022-04-04,2022-04-04T00:00:00.000Z,1277305,503,248742
2022-04-04,2022-04-04T00:00:00.000Z,1136019,502,341112
2022-04-04,2022-04-04T00:00:00.000Z,1136038,502,59774
2022-04-04,2022-04-04T00:00:00.000Z,1136018,503,323694
2022-04-04,2022-04-04T00:00:00.000Z,1274086,204,280938
2022-04-04,2022-04-04T00:00:00.000Z,1136021,400,286851
2022-04-04,2022-04-04T00:00:00.000Z,1277307,504,324927
2022-04-04,2022-04-04T00:00:00.000Z,1274090,502,441052
2022-04-04,2022-04-04T00:00:00.000Z,1236405,206,70087
2022-04-04,2022-04-04T00:00:00.000Z,1136021,200,97351
2022-04-04,2022-04-04T00:00:00.000Z,1274086,503,243139
2022-04-04,2022-04-04T00:00:00.000Z,1136023,503,252496
2022-04-04,2022-04-04T00:00:00.000Z,1367469,504,28176
2022-04-05,2022-04-05T00:00:00.000Z,1136022,404,182925
2022-04-05,2022-04-05T00:00:00.000Z,1136038,504,223248
2022-04-05,2022-04-05T00:00:00.000Z,1136001,502,347004
2022-04-05,2022-04-05T00:00:00.000Z,1136023,502,323016
2022-04-05,2022-04-05T00:00:00.000Z,1135952,206,428399
2022-04-05,2022-04-05T00:00:00.000Z,1136019,304,127617
2022-04-05,2022-04-05T00:00:00.000Z,1277305,200,241866
2022-04-05,2022-04-05T00:00:00.000Z,1069518,500,102688
2022-04-05,2022-04-05T00:00:00.000Z,1136024,0,421175
2022-04-05,2022-04-05T00:00:00.000Z,1274091,404,64079
2022-04-05,2022-04-05T00:00:00.000Z,1274091,204,345315
2022-04-05,2022-04-05T00:00:00.000Z,1277305,404,274835
2022-04-05,2022-04-05T00:00:00.000Z,1136024,504,358607
2022-04-05,2022-04-05T00:00:00.000Z,1274089,204,177027
2022-04-05,2022-04-05T00:00:00.000Z,1136019,504,120834
2022-04-05,2022-04-05T00:00:00.000Z,1136039,200,2998
2022-04-05,2022-04-05T00:00:00.000Z,1069518,502,301047
2022-04-05,2022-04-05T00:00:00.000Z,1308083,200,127772
2022-04-05,2022-04-05T00:00:00.000Z,1136021,500,149563
2022-04-05,2022-04-05T00:00:00.000Z,1274089,403,85045
2022-04-05,2022-04-05T00:00:00.000Z,1136008,502,182218
2022-04-05,2022-04-05T00:00:00.000Z,1277307,0,169273
2022-04-05,2022-04-05T00:00:00.000Z,1274089,404,133563
2022-04-06,2022-04-06T00:00:00.000Z,1277307,204,470103
2022-04-06,2022-04-06T00:00:00.000Z,1136038,504,221722
2022-04-06,2022-04-06T00:00:00.000Z,1069770,0,347614
2022-04-06,2022-04-06T00:00:00.000Z,1136021,503,347169
2022-04-06,2022-04-06T00:00:00.000Z,1136022,403,73442
2022-04-06,2022-04-06T00:00:00.000Z,1277307,204,440777
2022-04-06,2022-04-06T00:00:00.000Z,1274090,304,146949
2022-04-06,2022-04-06T00:00:00.000Z,1136038,304,204978
2022-04-06,2022-04-06T00:00:00.000Z,1069770,206,392220
2022-04-06,2022-04-06T00:00:00.000Z,1274090,0,397774
2022-04-06,2022-04-06T00:00:00.000Z,1136021,403,386850
2022-04-06,2022-04-06T00:00:00.000Z,1136001,403,209540
2022-04-06,2022-04-06T00:00:00.000Z,1135952,304,78444
2022-04-06,2022-04-06T00:00:00.000Z,1136018,0,425013
2022-04-06,2022-04-06T00:00:00.000Z,1367469,404,240756
2022-04-06,2022-04-06T00:00:00.000Z,1069518,206,348495
2022-04-06,2022-04-06T00:00:00.000Z,1136001,504,176894
2022-04-06,2022-04-06T00:00:00.000Z,1277305,404,267107
2022-04-06,2022-04-06T00:00:00.000Z,1136001,200,63810
2022-04-06,2022-04-06T00:00:00.000Z,1136001,504,307479
2022-04-06,2022-04-06T00:00:00.000Z,1136023,206,366593
2022-04-06,2022-04-06T00:00:00.000Z,1277305,200,190405
2022-04-06,2022-04-06T00:00:00.000Z,1277306,0,185558
2022-04-07,2022-04-07T00:00:00.000Z,1277305,404,324654
2022-04-07,2022-04-07T00:00:00.000Z,1236405,206,462665
2022-04-07,2022-04-07T00:00:00.000Z,1136008,502,69238
2022-04-07,2022-04-07T00:00:00.000Z,1308083,504,155963
2022-04-07,2022-04-07T00:00:00.000Z,1367469,504,367580
2022-04-07,2022-04-07T00:00:00.000Z,1136039,400,182793
2022-04-07,2022-04-07T00:00:00.000Z,1069518,504,474771
2022-04-07,2022-04-07T00:00:00.000Z,1274091,404,399463
2022-04-07,2022-04-07T00:00:00.000Z,1277305,504,101027
2022-04-07,2022-04-07T00:00:00.000Z,1069770,400,313029
2022-04-07,2022-04-07T00:00:00.000Z,1277307,304,440880
2022-04-07,2022-04-07T00:00:00.000Z,1069770,403,192354
2022-04-07,2022-04-07T00:00:00.000Z,1236405,206,289005
2022-04-07,2022-04-07T00:00:00.000Z,1274089,206,138426
2022-04-07,2022-04-07T00:00:00.000Z,1308083,204,115113
2022-04-07,2022-04-07T00:00:00.000Z,1308083,204,86117
2022-04-07,2022-04-07T00:00:00.000Z,1136001,404,240659
2022-04-07,2022-04-07T00:00:00.000Z,1136008,0,135741
2022-04-07,2022-04-07T00:00:00.000Z,1136023,503,406927
2022-04-07,2022-04-07T00:00:00.000Z,1277306,400,47884
2022-04-07,2022-04-07T00:00:00.000Z,1135952,0,318716
2022-04-07,2022-04-07T00:00:00.000Z,1136008,0,130499
2022-04-07,2022-04-07T00:00:00.000Z,1136023,502,384514
